I0926 19:07:15.492512       1 cli.go:275] **************** gVisor ****************
I0926 19:07:15.492548       1 cli.go:276] Version release-20260921.0, go1.26.3, amd64, 4 CPUs, linux, PID 1, PPID 0, UID 0, GID 0
D0926 19:07:15.492555       1 cli.go:277] Page size: 0x1000 (4096 bytes)
I0926 19:07:15.492562       1 cli.go:278] Args: [runsc-sandbox --log=/run/containerd/io.containerd.runtime.v2.task/moby/5b4b991c26a30a448af29421500100bb7732ecf8cf637d24f4c42d27949920f7/log.json --log-format=json --debug-log=/var/log/runsc-67/ --platform=systrap --systemd-cgroup=true --root=/var/run/docker/runtime-runc/moby --debug=true --log-fd=3 --debug-log-fd=4 boot --bundle=/run/containerd/io.containerd.runtime.v2.task/moby/5b4b991c26a30a448af29421500100bb7732ecf8cf637d24f4c42d27949920f7 --gofer-mount-confs=lisafs:self,lisafs:none,lisafs:none,lisafs:none,lisafs:none,lisafs:none --apply-caps=true --setup-root --total-host-memory 8326336512 --cpu-num 2 --cpu-quota 200000 --cpu-period 100000 --total-memory 268435456 --io-fds=5 --io-fds=6 --io-fds=7 --io-fds=8 --io-fds=9 --io-fds=10 --dev-io-fd=-1 --gofer-filestore-fds=11 --mounts-fd=12 --start-sync-fd=13 --pin-ring-fd=14 --controller-fd=15 --spec-fd=16 --stdio-fds=17 --stdio-fds=18 --stdio-fds=19 5b4b991c26a30a448af29421500100bb7732ecf8cf637d24f4c42d27949920f7]
I0926 19:07:15.492573       1 config.go:558] Platform: systrap
I0926 19:07:15.492581       1 config.go:559] RootDir: /var/run/docker/runtime-runc/moby
I0926 19:07:15.492583       1 config.go:560] FileAccess: exclusive / Directfs: true / Overlay: root:self
I0926 19:07:15.492587       1 config.go:561] Network: sandbox
I0926 19:07:15.492590       1 config.go:562] UseCPUNums: false
I0926 19:07:15.492592       1 config.go:564] Debug: true. Strace: false, max size: 1024, syscalls: 
W0926 19:07:15.492595       1 config.go:567] --allow-suid is disabled, SUID/SGID bits on executables will be ignored.
D0926 19:07:15.492598       1 config.go:585] Config.RootDir (--root): /var/run/docker/runtime-runc/moby
D0926 19:07:15.492601       1 config.go:585] Config.Traceback (--traceback): system
D0926 19:07:15.492604       1 config.go:585] Config.Debug (--debug): true
D0926 19:07:15.492607       1 config.go:585] Config.LogFilename (--log): /run/containerd/io.containerd.runtime.v2.task/moby/5b4b991c26a30a448af29421500100bb7732ecf8cf637d24f4c42d27949920f7/log.json
D0926 19:07:15.492613       1 config.go:585] Config.LogFormat (--log-format): json
D0926 19:07:15.492615       1 config.go:585] Config.DebugLog (--debug-log): /var/log/runsc-67/
D0926 19:07:15.492618       1 config.go:585] Config.DebugToUserLog (--debug-to-user-log): false
D0926 19:07:15.492620       1 config.go:585] Config.DebugCommand (--debug-command): (empty)
D0926 19:07:15.492622       1 config.go:585] Config.PanicLog (--panic-log): (empty)
D0926 19:07:15.492624       1 config.go:585] Config.CoverageReport (--coverage-report): (empty)
D0926 19:07:15.492627       1 config.go:585] Config.DebugLogFormat (--debug-log-format): text
D0926 19:07:15.492629       1 config.go:585] Config.FileAccess (--file-access): exclusive
D0926 19:07:15.492632       1 config.go:585] Config.FileAccessMounts (--file-access-mounts): shared
D0926 19:07:15.492634       1 config.go:585] Config.Overlay (--overlay): false
D0926 19:07:15.492637       1 config.go:585] Config.Overlay2 (--overlay2): root:self
D0926 19:07:15.492649       1 config.go:585] Config.FSGoferHostUDS (--fsgofer-host-uds): false
D0926 19:07:15.492655       1 config.go:585] Config.HostUDS (--host-uds): none
D0926 19:07:15.492663       1 config.go:585] Config.HostFifo (--host-fifo): none
D0926 19:07:15.492666       1 config.go:585] Config.CharacterDevicePolicy (--character-device-policy): emulated-only
D0926 19:07:15.492669       1 config.go:585] Config.HostSettings (--host-settings): check
D0926 19:07:15.492671       1 config.go:585] Config.Network (--network): sandbox
D0926 19:07:15.492674       1 config.go:585] Config.GoferNetworkNamespace (--gofer-network-namespace): null
D0926 19:07:15.492677       1 config.go:585] Config.EnableRaw (--net-raw): false
D0926 19:07:15.492682       1 config.go:585] Config.AllowPacketEndpointWrite (--allow-packet-socket-write): false
